title,brand,description,price,categories,images,manufacturer,package_dimensions,country_of_origin,material,color,uniq_id,main_category,main_image,num_images,depth,width,height
"soowery end tables with charging station, set of 2 side tables with usb ports and outlets, nightstands with storage shelf for living room, bedroom, brown",soowery store,"soowery end tables with charging station, set of 2 side tables with usb ports and outlets, nightstands with storage shelf for living room, bedroom, brown",79.99,"['Home & Kitchen', 'Furniture', 'Living Room Furniture', 'Tables', 'End Tables']","['https://m.media-amazon.com/images/I/41x2Yzpw5aL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51iSzW4QCOL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41uUPceN8wL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41qJWOLlgtL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51xUM6glvmL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51mi8D-q3XL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51SrEsc-JEL._SS522_.jpg']",Unknown,"11.8""D x 15.8""W x 21.8""H",Unknown,Iron,Brown,285883ae-96db-58ea-946d-806950a7537d,End Tables,https://m.media-amazon.com/images/I/41x2Yzpw5aL._SS522_.jpg,7,11.8,15.8,21.8
"bednowitz twin box spring，5 inch low profile metal boxspring with non-slip fabric bed cover, sturdy heavy duty steel structure bed base, noise-free mattress foundation, easy assembly，black",bednowitz store,"bednowitz twin box spring，5 inch low profile metal boxspring with non-slip fabric bed cover, sturdy heavy duty steel structure bed base, noise-free mattress foundation, easy assembly，black",99.49,"['Home & Kitchen', 'Furniture', 'Bedroom Furniture', 'Mattresses & Box Springs', 'Box Springs']","['https://m.media-amazon.com/images/I/51rTEhx3EAL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51GxU4sIgSL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41yQvdbb+rL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51MvsFAEVAL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51jN4UYYDuL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51aFJMn65BL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/B1mse3AAAML.SS125_SS522_.png']",Unknown,75 x 38 x 5 inches,China,Unknown,Unknown,e8709001-70a8-5b14-adc7-fd8fadf0ae78,Box Springs,https://m.media-amazon.com/images/I/51rTEhx3EAL._SS522_.jpg,7,75.0,38.0,5.0
bokkolik industrial bar stools (set of 2) counter height adjustable 24-27.5inch vintage kitchen island stool farmhouse office guest chair swivel wooden seat,bokkolik store,"characterized by art work high-quality wooden seat and dark metal pipe. easily matches various decoration style home, farmhouse or bar;  it applies sturdy and thick steel as frame, solid wood as seat top, quite sturdy and comfortable.  seat can be rotated 360 degrees, with footrest function to relaxing your feet, provides a comfortable environment for guests. height adjustable from 24 inch to 30 inch, to meet no matter counter height, kitchen island height  you can sit on it to enjoy meals or drink at bar; besides, it can provide extra seating for guests in holiday gathering, party etc.  specification: material: wood+ iron frame;  color: brown+ matte black;  chair height: 62-77cm/24.4-30.3inch;  seat dia: 35cm/13.8inch;  seat thickness: 3cm/1.2inch;  max capacity: 150kg/330lbs;  package list: 2 set bar stools|1*hardware bag|1*instruction;  design:  360 degree swivel swivel solid wooden seat ring design footrest adjustable foot plug fully-weld, easy to install and sturdy occasion: home/kitchen/dining room/living room/patio/sun room/coffee house/restaurant/office/meeting room /pub style industrial, vintage, rustic, antique, chic, steampunk, farmhouse",95.2,"['Home & Kitchen', 'Furniture', 'Game & Recreation Room Furniture']","['https://m.media-amazon.com/images/I/41r1PM96rVL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51BbVejdJRL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41vy3CXwjHL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41upmkeZJxL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Xc9QM85SL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41--War1GvL._SS522_.jpg']",TOUPAI TRADE LTD,"13.5""D x 13.5""W x 28""H",Unknown,Unknown,Unknown,2662d66b-536d-5893-af62-d284a61e86ed,Game & Recreation Room Furniture,https://m.media-amazon.com/images/I/41r1PM96rVL._SS522_.jpg,6,13.5,13.5,28.0
"hoobro over the toilet storage cabinet, mass-storage over toilet bathroom organizer with louver door, x-shaped metal frame, space-saving toilet rack, easy assembly, rustic brown bf431ts01",hoobro store,"hoobro over the toilet storage cabinet, mass-storage over toilet bathroom organizer with louver door, x-shaped metal frame, space-saving toilet rack, easy assembly, rustic brown bf431ts01",86.99,"['Home & Kitchen', 'Furniture', 'Bathroom Furniture', 'Over-the-Toilet Storage']","['https://m.media-amazon.com/images/I/41i8ryTI4hL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51yQYnUBSoL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41UUOVomX1L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Xxsj0W5OL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51YYMYogYiL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51c2SQ92QrL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51d2Ls-yq1L._SS522_.jpg']",HOOBRO,"9.4""D x 23.6""W x 65.7""H",China,"Engineered Wood, Metal",Rustic Brown,72fa80c8-f396-5c31-9466-9fda1e540a84,Over-the-Toilet Storage,https://m.media-amazon.com/images/I/41i8ryTI4hL._SS522_.jpg,7,9.4,23.6,65.7
"hanover swivel counter height bar stool, white and gray",alaterre furniture store,"add a stylish focal point to your dining area with this counter height bar stool. the sturdy rubberwood frame is complemented by faux leather upholstered seat and back with nail head trim detail. the seats are foam padded, and chair backs are curved to encourage hours of comfortable seating. this bar stool features a steel memory return-swivel mechanism, bringing your stool to its original position after removing static weight. these stools can be easily coordinated with the existing decor in your kitchen, dining room, breakfast nook, or bar area.",58.99,"['Home & Kitchen', 'Furniture', 'Game & Recreation Room Furniture', 'Home Bar Furniture', 'Barstools']","['https://m.media-amazon.com/images/I/31039iD-MpL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51qW89vzjbL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31a3YMQQUiL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31a3YMQQUiL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/318G5mZ7iAL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31u9bz+VdkL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31yoxF1t2gL._SS522_.jpg']",Unknown,"22""D x 20""W x 37""H",Vietnam,Unknown,White and Gray,372f9549-de5b-5857-b138-67c86537b1b8,Barstools,https://m.media-amazon.com/images/I/31039iD-MpL._SS522_.jpg,7,22.0,20.0,37.0
"vecelo modern industrial style 3-piece dining room kitchen table and pu cushion chair sets for small space, 2, retro brown",vecelo store,"vecelo dining table set: modern industrial style 3-piece dining table set 2 chairs with metal legs for kitchen, dinette, breakfast nook why choosing vecelo dining table for 2? cost effective reliable structure space-saving table and chair set easy clean-up easy assembly friendly customer-service specifications: color:brown dimension:table:29""lx29""wx30""h; chair:16""lx15''wx 36""h seating capacity: 2 material: metal+pu/mdf package includes: 1 x dining table 2 x chairs 1 x instruction 1 x accessory bag tips:  please read the instruction carefully before assembly ensure all parts and screws are firmly attached before use",125.99,"['Home & Kitchen', 'Furniture', 'Dining Room Furniture', 'Table & Chair Sets']","['https://m.media-amazon.com/images/I/41rj5r2UFSL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51LKilxWp7L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/512oQFUiXCL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51O0FRMBi5L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51r5JucSK7L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41jaVerc-KL.SS125_SS522_.jpg']",Unknown,29 x 29 x 30 inches,China,Unknown,Unknown,950be137-d751-5d57-a37d-d6741f2c94a0,Table & Chair Sets,https://m.media-amazon.com/images/I/41rj5r2UFSL._SS522_.jpg,6,29.0,29.0,30.0
"tenkovic metal coat rack stand with quartz base, coat rack freestanding with 8 wooden hooks, easy to assemble and sturdy, coat rack bionic hall tree for home entry-way hat hanger organizer (gold)",tenkovic,"tenkovic metal coat rack stand with quartz base, coat rack freestanding with 8 wooden hooks, easy to assemble and sturdy, coat rack bionic hall tree for home entry-way hat hanger organizer (gold)",69.49,"['Home & Kitchen', 'Furniture', 'Entryway Furniture', 'Coat Racks']","['https://m.media-amazon.com/images/I/31N5mQxbhBL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/415RmmUrLVL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51env5dzeZL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41v40OimUPL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41imN9CIuVL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41bvwcxhF3L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Q+JqkT30L._SS522_.jpg']",Tenkovic,"13.39""D x 13.39""W x 70""H",Unknown,"Metal, Wood",tree gold,1082a97d-f659-596a-98ab-1c8cb1ac0c24,Coat Racks,https://m.media-amazon.com/images/I/31N5mQxbhBL._SS522_.jpg,7,13.39,13.39,70.0
"fanye oversized 6 seaters modular storage sectional sofa couch for home apartment office living room,free combination l/u shaped corduroy upholstered deep seat furniture convertible sleeper sofabed",fanye,"️ product type: modular sofa ️ overall dimensions (inches): (width)112.6 * (depth)56.7 * (height)37.00 ️ ️ detail dimension--- ️ seat depth: (inches) : 25.2 ️ seat height - floor to seat (inches):19.7 ️ leg height (inches):3.9 ️ ️ specifications--- ️ cover material: corduroy velvet ️ filling: independent spring pack ️ frame type: solid wood + plywood ️ leg type: plastic ️ weight capacity : 300 lbs ( per seat) ️ assembly required : about 40 minutes ️ product warranty : 1 year ️ available in 2 colors： dark gray / navy blue ️ four models available: 5/6/7/9 seats ️ ️ package number: 6 ; (2+2+2) ️ package a: 25.59 * 25.59 * 16.34 in. 36.6 lbs..; a*2 ️ package b: 27.95 * 25.59 * 16.34 in. 45.64 lbs.; b*2 ️ package c: 27.95 * 25.59 * 21.85 in. 56 lbs..; c*2 ️ ️ notes--- ️ manual measurement has been used, there may be some reasonable error ️ all the pictures are taken by actual samples, slight chromatic aberration may occur due to lighting or display.",54.19,"['Home & Kitchen', 'Furniture', 'Living Room Furniture', 'Living Room Sets']","['https://m.media-amazon.com/images/I/41MTr4ynO3L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41R0SjyaI+L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41z6XlThH+L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41mL8o-9ysL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31xVDA2yCML._SS522_.jpg ', ' https://m.media-amazon.com/images/I/218LL699AXL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/81knqzv9MEL.SS125_SS522_.jpg']",FANYE,"56.7""D x 112.6""W x 37""H",Unknown,Wood,Navy Blue,37323128-75a9-578b-9378-79653bfd5b52,Living Room Sets,https://m.media-amazon.com/images/I/41MTr4ynO3L._SS522_.jpg,7,56.7,112.6,37.0
"homsho 2-tier storage bench,shoe bench with padded seat cushion, entryway bench with 2 barn doors,adjustable shelf, 27.6"" l x 13.8"" w x 17.7"" h, for entryway, living room, bedroom,white",homsho,"homsho 2-tier storage bench,shoe bench with padded seat cushion, entryway bench with 2 barn doors,adjustable shelf, 27.6"" l x 13.8"" w x 17.7"" h, for entryway, living room, bedroom,white",79.99,"['Home & Kitchen', 'Furniture', 'Entryway Furniture', 'Storage Benches']","['https://m.media-amazon.com/images/I/41Sq7pT7XML._SS522_.jpg ', ' https://m.media-amazon.com/images/I/514sfpURbnL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/315OEqVy0vL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41E+TD9fbKL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51wQnhh5xpL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41Xc4SxDXxL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/61GgTmZJhtL._SS522_.jpg']",HOMSHO,"13.7""D x 27.5""W x 17.7""H",China,Unknown,White,6497a267-8b47-5f13-bf20-34ef1511185b,Storage Benches,https://m.media-amazon.com/images/I/41Sq7pT7XML._SS522_.jpg,7,13.7,27.5,17.7
"realhotan 18 inch twin bed frame 3500 pounds heavy duty non-slip metal slats platform mattress foundation, no box spring needed,easy assembly,noise-free,black",realhotan,"realhotan 18 inch twin bed frame 3500 pounds heavy duty non-slip metal slats platform mattress foundation, no box spring needed,easy assembly,noise-free,black",56.89,"['Home & Kitchen', 'Furniture', 'Bedroom Furniture', 'Beds, Frames & Bases', 'Bed Frames']","['https://m.media-amazon.com/images/I/51+pTJO13KL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51t73afsXwL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51b-wlL5FiL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51bjmeUYljL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51kYm3FMnPL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51O7xuTzU3L._SS522_.jpg']",Realhotan,"74.5""L x 37.5""W x 18""H",China,Unknown,Black,19cd42db-c797-5003-8f8e-239d885094d1,Bed Frames,https://m.media-amazon.com/images/I/51+pTJO13KL._SS522_.jpg,6,74.5,37.5,18.0
"kwikset btbnc1c pfister bath hardware, 18"", polished chrome",pfister store,"if sleek and sophisticated are what you are looking for, the pfister contempra family is the perfect solution. this collection of bath fixtures incorporates clean, contemporary lines for a modern presence. items of this collection include single handle bathroom faucets, 8 inch widespread bath sink faucets, vessel faucets, tub and shower faucets complete with shower diverter, roman tub trims and bathtub faucets, and bath tub spouts as well as a matching bathroom accessories and bath hardware. the assortment of bath accessories includes towel bars, towel rings, robe hooks and towel hooks, and tissue holders. all are available in polished chrome, brushed nickel, and brushed gold, and matte black. the faucets in this collection are deck mounted, but if you are looking for wall mount bathroom faucet options, the pfister kenzo collection contains an assortment of bathroom sink faucets and bathroom tub faucets in closed spout and waterfall faucet configurations. these wall mount tub faucets create a contemporary presence in any space with their angular forms. and, if you are looking for a tub faucet with hand shower, you will find this in the expansive kenzo collection. for a unified look throughout your home, try pairing the contempra bath collection with pfister’s stellen pull-down kitchen faucets that also have a modern, sleek profile.",47.99,"['Tools & Home Improvement', 'Hardware', 'Bathroom Hardware', 'Towel Bars']","['https://m.media-amazon.com/images/I/31A+awsgcPL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31TCyj6Mw4L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/510jaEecaQL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41XG+3OFb1L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Mamj9rPfL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31S5lR0E4UL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/71OipnmFRKL.SS125_SS522_.jpg']",Kwikset,"22.9""L x 8.4""W x 2""H",China,Zinc,Polished Chrome,02f63b41-dc12-583b-9575-0526ada8642f,Towel Bars,https://m.media-amazon.com/images/I/31A+awsgcPL._SS522_.jpg,7,22.9,8.4,2.0
"mahancris end table set of 2, side table with 3-tier storage shelf, slim nightstands, small bedside table, sofa table for small space, sturdy and stable, living room, bed room, rustic brown ethr8501s2",mahancris store,"mahancris end table set of 2, side table with 3-tier storage shelf, slim nightstands, small bedside table, sofa table for small space, sturdy and stable, living room, bed room, rustic brown ethr8501s2",39.99,"['Home & Kitchen', 'Furniture', 'Living Room Furniture', 'Tables', 'End Tables']","['https://m.media-amazon.com/images/I/41wsItqcjUL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41bpb3UkX5L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41l7SM08TUL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41+0VpPZRLL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41mr9+l10DL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41FdTT5hu1L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41VUgWXF7NL._SS522_.jpg']",Unknown,"11.8""D x 14.9""W x 23.6""H",Unknown,Engineered Wood,Rustic Brown + Black,375ecb7f-d889-5bcb-9a53-d279b8e7e2c8,End Tables,https://m.media-amazon.com/images/I/41wsItqcjUL._SS522_.jpg,7,11.8,14.9,23.6
"moen my3786ch idora single post bathroom hand -towel ring, chrome",moen store,"effortlessly elegant, the idora collection offers a beautiful balance of curves and facets that add delicate detail to any bath. this collection is designed to complement any style, while delivering an exceptional experience, every time.",46.95,"['Tools & Home Improvement', 'Hardware', 'Bathroom Hardware', 'Towel Rings']","['https://m.media-amazon.com/images/I/41LVA3TodyL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41Xfs5I6EYL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41bQzEppW6L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31wye-H1tGL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41hO8Ls1KtL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51gWzwhHQ-L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51qDffFyT8L.SS125_SS522_.jpg']",Moen Incorporated,"6.5""L x 2.8""W x 5""H",Thailand,Zinc,Chrome,6149e9a6-4206-5254-bc7a-d9d448239f4c,Towel Rings,https://m.media-amazon.com/images/I/41LVA3TodyL._SS522_.jpg,7,6.5,2.8,5.0
